#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLE_WCCLS_1;Education Initiated;Apprentissage débuté;Ausbildung begonnen;;;;;;;;;;;x
EVTOPTB_WCBDP_65_horde;Let them assist us at the Dark Portal! They will be rewarded!;Laissons-les nous aider à la Porte des ténèbres ! Ils seront récompensés !;Lasst sie uns am dunklen Portal unterstützen! Sie werden belohnt!;;;;;;;;;;;x
EVTOPTC_WCBDP_65_horde;What!? Kill them all! Lok'tar Ogar!;Quoi ? Tuez-les tous ! Lok'tar Ogar !;Was?! Tötet sie alle und nehmt das Buch mit Gewalt! Lok'tar Ogar!;;;;;;;;;;;x
EVTDESC_WCBDP_67_horde_case_01;The Laughing Skull clan and their unhinged leader have agreed to help us. Their way of fighting is truly frightening. Even in their small numbers, the warriors of their clan are more dangerous than any of our soldiers. It is worth celebrating that these insane orcs are on our side.;Le Crâne-Ricanant et son chef déséquilibré ont accepté de nous aider. Leur façon de se battre est vraiment effrayante. Même en petit nombre, les guerriers de ce clan sont plus dangereux que n'importe lequel de nos soldats. Il est bon de célébrer le fait que ces Orcs fous sont de notre côté.;Der Laughing-Skull-Clan und ihr verrückter Anführer stimmten bereitwillig zu, uns zu helfen. Und mit ihrer ungewöhnlichen Art, Krieg zu führen, wirklich beängstigend ist, erwies sich dieser Clan trotz seiner geringen Anzahl als stärker und gefährlicher als viele unserer Truppen. Man kann sich nur freuen, dass diese verrückten Orks an unserer Seite stehen...;;;;;;;;;;;x
EVTDESC_WCBDP_67_horde_case_02;The Laughing Skull clan and their unhinged leader have agreed to help us. Even though they drank the demon's blood, they cry havoc for war! It was decided that it would be wise to leave them at the Dark Portal, promising them land in the future. They will be able to hold off rival orcish clans that reside near the portal.;Le Crâne-Ricanant et son chef déséquilibré ont accepté de nous aider. Même s'ils ont bu le sang du démon, ils réclament la guerre ! Il a été décidé qu'il serait sage de les laisser à la Porte des ténèbres, en leur promettant des terres dans le futur. Ils pourront ainsi repousser les clans orcs rivaux qui résident près du portail.;Der Laughing-Skull-Clan und ihr verrückter Führer stimmten bereitwillig zu, uns zu helfen. Obwohl sie das Blut des Dämons getrunken haben, rufen sie nach Krieg. Daher wurde beschlossen, dass es das beste wäre, sie am dunklen Portal zurückzulassen und ihnen Land in der Zukunft zu versprechen. Sie werden in der Lage sein, die Ork-Clans, die sich in der Nähe des dunklen Portals niedergelassen haben, zurückzuschlagen.;;;;;;;;;;;x
EVTDESC_WCBDP_75_horde;Information was received about the appearance of Deathwing on Draenor. Apparently, he has rewoven his alliance with some members of the Horde, and even taken possession of a powerful demonic artifact! The great beast overcame the fortifications of the Horde and flew towards the Blade's Edge Mountains, where he most likely decided to wait out the heat of the upcoming battles.\nPart of the expedition will go after the Aspect of Death, and bring him to justice for his crimes. The main forces of the Horde will focus on the traitors. The bountiful forests of Terokkar lie ahead of us, the edge of the woods already visible. Our leader's people will be able to find allies there for further offensives against the Black Temple, the main stronghold of Ner'zhul's army.;Des informations ont été reçues concernant l'apparition d'Aile de mort sur Draenor. Apparemment, il a reformé son alliance avec certains membres de la Horde, et a même pris possession d'un puissant artefact démoniaque ! La grande bête a surmonté les fortifications de la Horde et s'est envolée vers les Tranchantes, où il a très probablement décidé d'attendre la fin des combats à venir. Une partie de l'expédition s'attaquera à l'Aspect de la mort et le traduira en justice pour ses crimes. Les principales forces de la Horde se concentreront sur les traîtres. La généreuse forêt de Terokkar se trouve devant nous, la lisière des bois étant déjà visible. Le peuple de notre chef pourra y trouver des alliés pour de nouvelles offensives contre le Temple noir, principal bastion de l'armée de Ner'zhul.;Es gibt Berichte über das Erscheinen Todesschwinges auf Draenor. Anscheinend schmiedet er wieder seine Ränke in der Horde und brachte bereits den Schädel des Gul'Dan, ein mächtiges dämonisches Artefakt, in seinen Besitz! Die Bestie überwand die Befestigungen der Horde und flog gen Schergrat, wo er höchstwahrscheinlich die Hitze der bevorstehenden Schlachten abwarten wollte.\nDer Hauptteil der Expeditionsstreitmacht jagt den Aspekt des Todes und wird ihn seiner gerechten Strafe zuführen, während der Großteil der Horde sich auf die Verräter konzentriert. Die großen Wälder von Terokkar liegen vor uns, der Waldrand ist bereits in Sicht. Unsere Anführer werden dort Verbündete finden können, um auf den schwarzen Tempel, die Hauptfestung Ner'zhuls, weiter vorzustoßen.;;;;;;;;;;;x
EVTDESC_WCBDP_80_horde;Though it took some time, we managed to locate Deathwing and his despicable brood. The dragon disappeared slightly to the north of the lands possessed by the Laughing Skull, among the peaks of the Blade's Edge mountains. The mountains are also inhabited by the gronn: huge semi-intelligent creatures, distant relatives of ogres.\nGruul, the lord of the gronns, saw how we fought with the creations of the mad aspect, and is ready to help us in the battle with Deathwing. But can we trust the ancestors of the ogres, and of ourselves?;Bien que cela ait pris un certain temps, nous avons réussi à localiser Aile de mort et sa méprisable couvée. Le dragon a disparu au nord des terres du Crâne-Ricanant, parmi les sommets des Tranchantes. Les montagnes sont également habitées par les Gronns : d'énormes créatures semi-intelligentes, lointaines parentes des ogres.\nGruul, le maître des Gronns, a vu comment nous avons combattu les créations de l'aspect fou, et est prêt à nous aider dans la bataille avec Aile de mort. Mais pouvons-nous faire confiance à nos ancêtres et à ceux des Ogres ?;Es hat eine Weile gedauert, aber letztlich haben wir Todesschwinge und seine verabscheuungswürdige Brut gefunden. Der Drache verschwand nördlich der Ländereien der lachenden Schädel zwischen den Gipfeln des Schergrats. Diese Berge sind von den Gronns besiedelt, riesigen halb-intelligenten Kreaturen, die entfernte Verwandte der Oger zu sein scheinen.\NGruul, der Herr der Gronns, sah uns gegen die Kreaturen des verrückten Aspekts kämpfen und ist bereit, uns im Kampf gegen ihn zu unterstützen. Aber können wir den Vorfahren der Oger, und unseren eigenen, trauen?;;;;;;;;;;;x
EVTOPTA_WCBDP_80_horde;What nonsense! Their blood runs through our veins.;Quelle absurdité ! Leur sang coule dans nos veines.;Was für ein Unsinn! Wir sind vom selben Blut.;;;;;;;;;;;x
EVTOPTB_WCBDP_80_horde;The gronn? We have forcefully dealt with them in the past!;Les Gronns ? Nous les avons traités avec force dans le passé !;Die Gronn? Wir hatten gewaltsame Zusammenstöße mit ihnen in der Vergangenheit!;;;;;;;;;;;x
EVTDESC_WCBDP_90_horde;On the way to the Black Temple, our soldiers marched into the forests of Terokkar, one of the few places on Draenor which has largely avoided the destruction wrought by fel magic. This land is home to the Gordunni Clan, one of the few ogre clans who maintained their sanity after the desecration of Draenor. They still follow the traditions of the Gorian Empire and keep to themselves.\nThe nearby forests are also home to the mysterious arakkoa, as well as groups of the Shattered Hand clan. They practice dark magic and offer sacrifices to the gods, like the Loa. Nevertheless, some of them are in contact with other races.\nMaybe one of them will agree to help us in the upcoming battle?;Sur le chemin du Temple noir, nos soldats ont marché dans la forêt de Terokkar, un des rares endroits de Draenor qui a largement évité les destructions causées par la magie gangrenée. Cette terre abrite le clan Gordunni, l'un des rares clans ogres qui ont conservé leur santé mentale après la profanation de Draenor. Ils suivent toujours les traditions de l'Empire gorien et restent discrets.\nLes forêts voisines abritent également leS mystérieux arakkoa, ainsi que des groupes du clan de la Main-Brisée. Ils pratiquent la magie noire et offrent des sacrifices aux dieux, comme les Loa. Néanmoins, certains d'entre eux sont en contact avec d'autres races. Peut-être l'un d'entre eux acceptera de nous aider dans la bataille à venir ?;Auf dem Weg zum schwarzen Tempel marschierten unsere Krieger durch die Wälder von Terokkar, einen der wenigen Orte auf Draenor, die bisher nur wenig Schaden durch die dämonische Felmagie zu erleiden hatten. Dieses Land beherbergt den Gordunni-Clan, eine der wenigen Oger-Familien, die nach der Entweihung von Draenor ihren Verstand bewahrt haben. Sie folgen immer noch den Traditionen des gorianischen Imperiums und halten sich zurück.\nIn den nahegelegenen Wäldern verstecken sich die geheimnisvolle Arakkoa, sowie der Clan der zerschmetterten Hand. Sie praktizieren dunkle Magie und bringen ihren Göttern, wie den Loa, Opfer dar. Einige von ihnen treten jedoch mit anderen Rassen in Kontakt.\nOb uns wohl jemand von ihnen im bevorstehenden Kampf unterstützen würde?;;;;;;;;;;;x
EVTOPTA_WCBDP_90_horde;The Gordunni Clan... Shall we give them a chance?;Le clan gordunni... Devons-nous leur donner une chance ?;Der Gordunni-Clan hat es sich verdient, zu überdauern. Sollen wir ihnen eine Chance geben?;;;;;;;;;;;x
EVTOPTB_WCBDP_90_horde;Arakkoa you say? These people could be useful to us!;Arakkoa, vous dites ? Ces personnes pourraient nous être utiles !;Arakkoa sagt ihr? Dieses Völkchen könnte uns nützlich sein!;;;;;;;;;;;x
EVTOPTC_WCBDP_90_horde;The Horde already has too many mouths to feed!;La Horde a déjà trop de bouches à nourrir !;Die Horde hat schon genügend Mäuler zu stopfen!;;;;;;;;;;;x
EVTDESC_WCBDP_100_horde;Ner'zhul is still ahead of us! But we are ready to give battle to this treacherous sorcerer! The Horde is already at the gates of the Black Temple. The only issue is that after we attack, we might lose our path home. A powerful armada of traitors will soon launch a massive attack on our positions at the Dark Portal, cutting us off.;Ner'zhul est toujours devant nous ! Mais nous sommes prêts à livrer bataille à ce traître sorcier ! La Horde est déjà aux portes du Temple noir. Le seul problème est qu'après l'attaque, nous pourrions perdre notre chemin. Une puissante armée de traîtres va bientôt lancer une attaque massive sur nos positions à la Porte des ténèbres, nous coupant la route.;Ner’zhul ist uns immer noch voraus! Aber wir sind bereit, diesem verräterischen Zauberer einen entscheidenden Kampf zu geben! Die Horde steht bereits vor den Toren des schwarzen Tempels. Das einzige Problem besteht darin, dass uns nach dem Angriff kein Weg zurück mehr offen steht. Eine mächtige Armada von Verrätern wird bald einen massiven Angriff auf unsere Positionen am dunklen Portal beginnen, was uns den Rückweg abschneiden würde.;;;;;;;;;;;x
EVTDESC_WCBDP_110_horde;Draenor is dying, and there's nothing we can do about it. Ner'zhul's portals broke through the fabric of reality, and now the whole world is at risk of being destroyed. We do not know what will happen to Draenor in the near future, but many elders say that it is doomed, and it is important to protect our new home from the coming threat.;Draenor est en train de mourir, et il n'y a rien que l'on puisse faire. Les portails de Ner'zhul ont brisé le tissu de la réalité, et maintenant le monde entier risque d'être détruit. Nous ne savons pas ce qui arrivera à Draenor dans un avenir proche, mais de nombreux anciens disent qu'il est condamné, et qu'il est important de protéger notre nouveau foyer de la menace à venir.;Draenor stirbt und es gibt nichts, das wir dagegen unternehmen können. Die Portale von Ner'zhul zerreißen das Gewebe der Realität, und jetzt ist die ganze Welt in Gefahr, zerstört zu werden. Wir wissen nicht, was in der nahen Zukunft mit Draenor passieren wird, aber viele Älteste sagen, dass sie dem Untergang geweiht ist, und es ist wichtig, unser neues Zuhause vor dem drohenden Untergang zu schützen.;;;;;;;;;;;x
EVTOPTB_WCBDP_110_horde;We have to destroy the Portal!;Nous devons détruire la Porte !;Wir haben in unserer Suche nach dem Buch des Medivh versagt. Wir werden das Portal einfach zerstören müssen!;;;;;;;;;;;x
EVTOPTC_WCBDP_110_horde;Is it worth it to close the Dark Portal?;Cela vaut-il la peine de fermer la Porte des ténèbres ?;Ist es das wert, das dunkle Portal nun zu schließen?;;;;;;;;;;;x
EVTOPTA_WCBDP_110_horde;Well, let's do it!;Bien, faisons-le !;Nun, lasst es uns tun!;;;;;;;;;;;x
EVTDESC_WCCLS_605;When you drew near while holding the magic stone in your hand, [From.GetDynName] started turning pale. [From.GetHerHisCap] life force was slowly shifting into the stone, which begun to glow brighter and brighter. When you finished your spell, [From.GetFirstName] no longer showed any signs of life. Now [From.GetHerHis] broken and imprisoned soul appears as a shimmering violet color imprisoned within the core of the stone.;Lorsque vous vous êtes approché en tenant la pierre magique dans votre main, [From.GetDynName] a commencé à pâlir. La force vitale de [From.GetHerHisCap] se déplaçait lentement dans la pierre, qui commençait à briller de plus en plus. Lorsque vous avez terminé votre sort, [From.GetFirstName] ne montrait plus aucun signe de vie. Maintenant, son âme brisée et emprisonnée apparaît comme une couleur violette chatoyante emprisonnée dans le noyau de la pierre.;Kaum dass Ihr Euch mit dem magischen Stein in der Hand [From.GetDynName] nähert, begann [From.GetSheHe] zu erbleichen. [From.GetHerHisCap]e Lebenskraft füllte langsam den Stein, der mit jeder Sekunde heller und heller schien. Als Ihr den Zauber beendet habt, zeigte [From.GetFirstName] kein Lebenszeichen mehr und aus dem Inneren des Steins glitzerte die Seele, die aus dem Körper gerissen wurde, mit violettem Glanz.;;;;;;;;;;;x
EVTDESC_WCCLS_610;You have completed all preparations for the upcoming summoning ritual. Soulstones and your magic should help break through the fabric between the two realities, and help subdue the will of some lower demon. And if everything turns out well, it will become your faithful servant. But which demon do you want to call?;Vous avez terminé tous les préparatifs pour le prochain rituel d'invocation. Les pierres d'âme et votre magie devraient aider à briser le tissu entre les deux réalités, et aider à soumettre la volonté d'un démon inférieur. Si tout se passe bien, il deviendra votre fidèle serviteur. Mais quel démon voulez-vous appeler ?;Ihr habt alle Vorbereitungen für das kommende Beschwörungsritual abgeschlossen. Eure Seelensteine und Magie sollten helfen, das Gewebe zwischen den beiden Realitäten zu durchbrechen und den Willen eines niederen Dämons zu unterwerfen. Und wenn es gelingt, wird er zu Eurem treuen Diener. Welche Art von Dämon möchtet Ihr herbeirufen?;;;;;;;;;;;x
