#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
creature_human;Human;Humain;Mensch;;;;;;;;;;;x
class_death_knight_4_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_death_knight_5;Skilled Death Knight V;;Begabte[From.GetrMale] Todesritter[From.GetinFemale] V;;;;;;;;;;;x
class_death_knight_5_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_death_knight_6;Expert Death Knight VI;;Todesritterexpert[From.GeteFemaleOpp][From.GetinFemale] VI;;;;;;;;;;;x
class_death_knight_6_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_death_knight_7;Great Death Knight VII;;Großartige[From.GetrMale] Todesritter[From.GetinFemale] VII;;;;;;;;;;;x
class_death_knight_7_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_death_knight_8;Master Death Knight VIII;;Todesrittermeister[From.GetinFemale] VIII;;;;;;;;;;;x
class_death_knight_8_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_death_knight_9;Grand Master Death Knight IX;;Großmeistertodesritter[From.GetinFemale] IX;;;;;;;;;;;x
class_death_knight_9_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_death_knight_10;Legendary Death Knight X;;Legendäre[From.GetrMale] Todesritter[From.GetinFemale] X;;;;;;;;;;;x
class_death_knight_10_desc;Death Knights combine an unnatural mastery of melee weapon with dark, necromantic magic. The Death Knight uses dark magic and supernatural strength to rend through the living and other unfortunate victims.;;Todesritter kombinieren übernatürliche Beherrschung des Nahkampfes mit dunkler, nekromantischer Magie. Der Todesritter nutzt dunkle Magie und übernatürliche Kraft, um die Lebenden und andere unglückliche Opfer zu überwältigen.;;;;;;;;;;;x
class_necromancer_1;Worthless Necromancer I;;Nutzlose[From.GetrMale] Totenbeschwörer[From.GetinFemale] I;;;;;;;;;;;x
class_necromancer_1_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_2;Novice Necromancer II;;Akolyth[From.GetinFemale] II;;;;;;;;;;;x
class_necromancer_2_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_3;Apprentice Necromancer III;;Todesjünger[From.GetinFemale] III;;;;;;;;;;;x
class_necromancer_3_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_4;Experienced Necromancer IV;;Todesdiener[From.GetinFemale] IV;;;;;;;;;;;x
class_necromancer_4_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_5;Skilled Necromancer V;;Geisterbeschwörer[From.GetinFemale] V;;;;;;;;;;;x
class_necromancer_5_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_6;Expert Necromancer VI;;Aufstrebende[From.GetrMale] Totenbeschwörer[From.GetinFemale] VI;;;;;;;;;;;x
class_necromancer_6_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_7;Great Necromancer VII;;Okkultist[From.GetinFemale] VII;;;;;;;;;;;x
class_necromancer_7_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_8;Master Necromancer VIII;;Zirkelmeister[From.GetinFemale] VIII;;;;;;;;;;;x
class_necromancer_8_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_9;Grand Master Necromancer IX;;Großmeisternekromant[From.GetinFemale] IX;;;;;;;;;;;x
class_necromancer_9_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
class_necromancer_10;Legendary Necromancer X;;Legendäre[From.GetrMale] Nekromant[From.GetinFemale] X;;;;;;;;;;;x
class_necromancer_10_desc;Necromancers use his dark and evil magics to create creatures that teeter on the border of life and death. These (more often mindless than not) undead beings work solely to carry out the necromancer's nefarious will.;;Nekromanten nutzen ihre dunklen und bösen Magien, um Kreaturen zu erschaffen, die an der Grenze von Leben und Tod schwanken. Diese (meist geistlosen) untoten Wesen handeln nur, um den ruchlosen Willen des Nekromanten zu erfüllen.;;;;;;;;;;;x
bunny;Bunny;Lapin;Hase;;;;;;;;;;;x
bunny_desc;This character is a small and cute bunny.;Ce personnage est un mignon et petit lapin.;Dieser Charakter ist ein kleines, süßes Häschen.;;;;;;;;;;;x
creature_hozen;Hozen;Hozen;Hozen;;;;;;;;;;;x
creature_hozen_desc;This character is a hozen.;Ce personnage est un hozen.;Dieser Charakter ist ein Hozen.;;;;;;;;;;;x
creature_pygmy;Pygmy;Pygmée;Pygmäe;;;;;;;;;;;x
creature_pygmy_desc;This character is a pygmy.;Ce personnage est un pygmée.;Dieser Charakter ist ein Pygmäe.;;;;;;;;;;;x
creature_goblin;Goblin;Gobelin;Goblin;;;;;;;;;;;x
creature_goblin_desc;This character is a goblin.;Ce personnage est un gobelin.;Dieser Charakter ist ein Goblin.;;;;;;;;;;;x
aspect_of_death;Aspect of Death;Aspect de la Mort;Aspekt des Todes;;;;;;;;;;;x
aspect_of_death_desc;The Aspect of Death was once known as the Aspect of Earth, who has been chosen by Khaz'goroth and given dominion over the earth and the deep places of the world, but darkness swallowed aspect's soul.;;Der Aspekt des Todes war einst bekannt als der Aspekt der Erde, der von Khaz'goroth auserwählt wurde und die Herrschaft über die Erde und die tiefen Orte der Welt erhielt, aber die Finsternis verschlang die Seele des Aspektes.;;;;;;;;;;;x
aspect_of_life;Aspect of Life;Aspect de la Vie;Aspekt des Lebens;;;;;;;;;;;x
aspect_of_life_desc;"This is my gift: compassion for all living things. A drive to protect and nurture them. And the ability to heal that which others cannot, birth what others may not, and love even the unlovable  who surely need such grace more than any other souls." \n- Eonar the Life-Binder;;Das ist mein Geschenk: Mitgefühl für alle Lebewesen. Ein Drang, sie zu schützen und zu pflegen. Und die Fähigkeit, das zu heilen, was andere nicht heilen können, das zu gebären, was andere nicht können, und selbst die Unliebbaren zu lieben - die diese Gnade sicherlich mehr brauchen als alle anderen Seelen. \n- Eonar die Lebensbinderin;;;;;;;;;;;x
being_undead;Undead;Mort-vivant;Untot;;;;;;;;;;;x
being_undead_desc;The literal meaning of undead is simple - a creature or person risen from death. The undoing of death, hence undead. While they vary in size, shape, and form, the most common undead are those who have risen from their own (or other's) accord, who maintain their sanity and memories from life. This character in question is a textbook undead, and may act differently from every other undead creature due to their own autonomy.;;Die wörtliche Bedeutung von Untoten ist einfach - eine Kreatur oder Person, die vom Tod auferstanden ist. Das Aufheben des Todes, folglich untot. Während sie in Größe, Gestalt und Form variieren, sind die häufigsten Untoten diejenigen, die aus ihrem eigenen (oder fremden) Willen auferstanden sind, die ihren Verstand und ihre Erinnerungen an das Leben bewahren. Bei diesem Charakter handelt es sich um einen Untoten, wie er im Lehrbuch steht, der sich aufgrund seiner Eigenständigkeit anders verhalten kann als jede andere untote Kreatur.;;;;;;;;;;;x
creature_ghoul;Ghoul;Goule;Ghul;;;;;;;;;;;x
creature_ghoul_desc;Men who have finally been given the grace of undeath are known as ghouls. Varying in size, shape, and form, ghouls are the shocktroopers of every undead mass. Using speed as their advantage in battle, these charging hulks of fallen warriors are every shieldbearer's worst nightmare.;;Diejenigen, denen letztlich die Gnade des Untodes zuteil wurde, werden als Ghuls bezeichnet. Die Ghuls unterscheiden sich in Größe, Gestalt und Form und sind die Stoßtruppen einer jeden untoten Armee. Indem sie die Geschwindigkeit als ihren Vorteil im Kampf nutzen, sind diese heranstürmenden Leichname gefallener Krieger der schlimmste Albtraum eines jeden Schildträgers.;;;;;;;;;;;x
creature_wraith;Spirit;Esprit;Geist;;;;;;;;;;;x
creature_wraith_desc;This character is an incorporeal spirt.;Ce personnage est un esprit incorporel.;Dieser Charakter ist ein körperloser Geist.;;;;;;;;;;;x
lich_king;Lich [Root.GetQueenKing];Roi-liche;Lich-[Root.GetQueenKing];;;;;;;;;;;x
lich_king_desc;The soul of a single dark, necromantic being imprisoned within a suit of armour and a crown, the Lich [Root.GetQueenKing] intends to turn the whole world black. This soul was once known as Ner'zhul, the dreaded lapdog of the Burning Legion, and was under the command of Kil'jaeden. His soul was cast into Icecrown Glacier to raise an undead army to harass and weaken Azeroth for an upcoming invasion. However, Kil'jaeden's plan failed, and Ner'zhul would go on to begin his own faction to bring Azeroth under his heel - the Scourge.;;Als Seele eines dunklen, nekromantischen Individuums, das in einer Rüstung und einer Krone gefangen gehalten wird, will [Root.Getderdie] Lich-[Root.GetQueenKing] die ganze Welt in Dunkelheit hüllen. Diese Seele war einst als Ner'zhul bekannt, der gefürchtete Schoßhund der brennenden Legion, und stand unter dem Kommando von Kil'jaeden. Seine Seele wurde auf den Eiskrone-Gletscher geworfen, um eine untote Armee aufzustellen, die Azeroth für eine bevorstehende Invasion schwächen sollte. Doch Kil'jaedens Plan scheiterte, und Ner'zhul gründete seine eigene Fraktion, um Azeroth unter seine Herrschaft zu bringen - die Geißel.;;;;;;;;;;;x
